WORDCOUNTS,WEIGHT
the,179
of,123
and,91
in,53
from,43
a,41
to,41
is,26
corn,25
by,22
race,21
are,20
this,20
which,19
as,19
x,17
no,14
with,14
for,14
be,14
or,13
vol,13
de,13
cobs,12
was,12
that,12
grown,12
mexico,12
arizona,11
it,10
waterfall,10
pp,10
harinoso,9
pueblo,9
other,9
botanical,9
were,9
an,9
c,9
grains,8
but,8
textile,8
reventador,8
i,8
sites,8
design,8
can,8
h,7
collections,7
similar,7
ocho,7
cave,7
about,7
these,7
one,7
paracas,7
been,6
maize,6
most,6
ears,6
many,6
missouri,6
has,6
when,6
teosinte,6
archaeological,6
tularosa,6
average,6
have,6
cutler,6
on,6
among,6
common,5
large,5
southern,5
into,5
tapestry,5
cm,5
cultivated,5
phase,5
could,5
found,5
called,5
new,5
where,5
ad,5
hernandez,5
st,5
three,5
plant,5
races,5
early,5
probably,5
southwest,5
may,4
they,4
single,4
fragment,4
considered,4
university,4
two,4
lower,4
belong,4
there,4
those,4
recently,4
ceramics,4
plants,4
described,4
annals,4
louis,4
papago,4
american,4
panel,4
chapalote,4
chihuahua,4
after,4
small,4
several,4
northwestern,4
recent,4
selvage,3
south,3
units,3
materials,3
various,3
mixture,3
figure,3
l,3
site,3
papagos,3
their,3
earliest,3
lister,3
complete,3
only,3
known,3
t,3
more,3
m,3
taken,3
others,3
appear,3
all,3
came,3
p,3
larger,3
very,3
following,3
perhaps,3
yarns,3
near,3
number,3
some,3
r,3
used,3
rio,3
region,3
point,3
through,3
introduced,3
undoubtedly,3
techniques,3
collection,3
indians,3
harvard,3
squash,3
than,3
whitaker,3
southwestern,3
specimen,3
years,3
cambridge,3
edgar,3
amounts,3
relatively,3
pottery,3
spread,3
ear,3
seed,3
at,2
carried,2
f,2
now,2
san,2
feline,2
york,2
today,2
blando,2
usually,2
ordinary,2
e,2
grande,2
still,2
garden,2
comments,2
certain,2
group,2
complex,2
contributions,2
often,2
not,2
ones,2
fields,2
mexican,2
museum,2
lumholtz,2
history,2
dated,2
presumably,2
any,2
associated,2
prepottery,2
variety,2
frequently,2
pueblos,2
