WORDCOUNTS,WEIGHT
the,24
of,17
to,12
which,10
a,8
by,7
for,7
system,6
in,6
and,6
had,6
is,6
it,5
an,5
some,5
survey,5
this,4
been,4
on,4
we,4
state,4
our,4
number,3
who,3
official,3
are,3
their,3
other,3
use,3
be,3
mr,3
van,2
will,2
but,2
such,2
york,2
well,2
no,2
has,2
method,2
return,2
chapter,2
might,2
generally,2
logical,2
used,2
american,2
reached,2
new,2
surveys,2
there,2
society,2
was,2
at,1
admirably,1
where,1
may,1
miller,1
boards,1
years,1
report,1
burial,1
already,1
i,1
recently,1
since,1
most,1
modification,1
edgar,1
making,1
archaeological,1
extensive,1
conditions,1
made,1
advocate,1
matter,1
only,1
from,1
common,1
storm,1
meets,1
concerning,1
good,1
contents,1
workers,1
later,1
that,1
advantageous,1
mound,1
topographic,1
caused,1
more,1
ago,1
would,1
how,1
archeological,1
bones,1
site,1
headlines,1
nys,1
abbreviate,1
states,1
upset,1
brief,1
gila,1
investigate,1
others,1
keeping,1
systems,1
police,1
unintentional,1
area,1
adoption,1
data,1
distinct,1
association,1
adopted,1
make,1
formerly,1
missing,1
planning,1
these,1
similar,1
different,1
reduce,1
b,1
group,1
refer,1
howard,1
seemingly,1
news,1
letter,1
antiquity,1
board,1
careful,1
could,1
automobile,1
apropos,1
methods,1
advantage,1
anxiety,1
point,1
as,1
deposits,1
damn,1
part,1
correct,1
aegis,1
uniform,1
simple,1
left,1
exactly,1
p,1
throughout,1
differing,1
not,1
drove,1
animal,1
with,1
its,1
feared,1
designating,1
minimum,1
contemplating,1
gulf,1
necessity,1
whole,1
belated,1
press,1
country,1
robbins,1
benefit,1
soon,1
station,1
schuyler,1
under,1
pennsylvania,1
archeology,1
university,1
florida,1
exposed,1
work,1
basis,1
us,1
should,1
general,1
or,1
pensacola,1
title,1
examination,1
companion,1
reducing,1
eventually,1
check,1
those,1
before,1
outsiders,1
notice,1
safe,1
according,1
newspaper,1
