WORDCOUNTS,WEIGHT
the,490
of,416
and,257
in,248
to,155
a,113
that,97
is,84
maya,78
for,75
as,74
from,71
belize,64
by,60
be,53
or,47
on,47
have,41
exchange,40
it,37
are,37
at,36
not,36
been,33
southern,29
trade,29
pp,28
distribution,27
no,26
resource,26
american,25
edited,25
university,24
e,23
i,23
r,23
lowlands,21
an,21
lowland,21
can,21
such,20
which,20
antiquity,20
d,19
diversity,18
this,18
area,18
with,18
has,18
along,17
was,17
new,17
resources,16
central,16
local,16
chert,16
mountains,15
j,15
other,15
than,15
p,15
materials,15
ancient,15
but,15
ceramic,15
where,15
were,15
l,14
b,14
more,14
creek,14
clays,14
northern,13
also,13
areas,13
patterns,13
ash,13
volcanic,13
environmental,12
h,12
their,12
dc,12
communities,12
distance,12
pottery,12
report,12
source,11
british,11
may,11
used,11
only,11
material,11
archaeological,11
obsidian,11
pine,11
m,10
distributed,10
graham,10
possible,10
communication,10
mountain,10
river,10
w,10
archaeology,10
research,10
petroleum,10
rivers,10
stann,10
mining,10
minerals,10
natural,10
integration,10
potential,10
production,9
papers,9
clay,9
civilization,9
data,9
regional,9
f,9
community,9
region,9
ministry,9
models,9
gold,9
t,8
s,8
government,8
some,8
development,8
items,8
ridge,8
honduras,8
found,8
out,8
though,8
well,8
sites,8
society,8
corporation,8
about,8
these,8
granites,8
use,8
would,8
mexico,8
we,8
analysis,8
sources,7
within,7
hall,7
geological,7
rice,7
raw,7
term,7
drain,7
near,7
part,7
interregional,7
level,7
mineral,7
will,7
restricted,7
al,7
department,7
v,7
understanding,7
submitted,7
office,7
types,7
any,7
what,7
little,7
inspector,7
geologist,7
valley,7
occur,7
brem,6
complex,6
one,6
all,6
there,6
case,6
america,6
differential,6
g,6
even,6
york,6
district,6
importance,6
study,6
n,6
exploited,6
had,6
cultural,6
granite,6
because,6
its,6
et,6
personal,6
distances,6
san,6
turner,6
deposits,6
survey,6
intercommunity,6
methods,6
anschutz,6
here,6
over,6
goods,6
terms,6
presented,6
reported,6
given,6
harrison,6
interaction,6
