WORDCOUNTS,WEIGHT
the,398
of,223
a,172
and,142
in,111
to,79
on,56
is,53
with,46
from,46
that,41
prunay,40
coating,31
was,30
red,29
by,29
vase,28
vessels,28
painted,27
black,26
b,25
as,25
or,25
were,25
it,24
this,24
have,24
been,23
for,22
design,22
pedestal,22
are,21
marson,20
surface,20
bowl,19
pots,19
applied,19
pottery,19
firing,18
i,18
beine,18
body,18
group,17
la,17
background,17
which,16
workshop,16
an,15
but,15
decorative,15
tene,15
no,13
analysis,13
pattern,13
quartz,13
not,12
fabric,12
other,12
fired,12
two,12
at,11
ml,11
negative,11
different,11
small,11
be,11
figure,10
they,10
middleton,10
these,10
haematite,10
such,10
vessel,10
coatings,10
colour,9
suippes,9
decoration,9
over,9
produced,9
has,9
application,9
used,9
fabrics,9
clay,9
dark,9
champagne,8
related,8
bichrome,8
marne,8
into,8
only,8
all,8
seven,8
v,8
slip,8
open,8
resist,8
evidence,8
freestone,8
c,8
thin,8
pot,8
final,7
orange,7
n,7
sem,7
more,7
iron,7
there,7
method,7
suggests,7
some,7
techniques,7
during,7
examination,7
t,7
their,7
flask,7
than,7
powdered,6
jar,6
production,6
similar,6
one,6
museum,6
jars,6
also,6
technique,6
m,6
natural,6
burnishing,6
ceramic,6
s,6
could,6
appearance,6
zone,6
pale,6
british,6
scale,6
perhaps,6
produce,6
both,6
range,6
its,6
sand,6
collection,6
stead,6
ap,6
macroscopic,6
may,5
morel,5
main,5
photomicrograph,5
burnished,5
ii,5
use,5
rim,5
thick,5
organic,5
same,5
most,5
lower,5
rather,5
wax,5
closely,5
areas,5
surfaces,5
products,5
forms,5
those,5
paint,5
number,5
possible,5
entirely,5
vases,5
decorated,5
painting,5
excavations,5
so,5
sample,5
diffraction,5
area,5
between,5
when,5
present,5
using,5
darker,5
materials,4
tite,4
groups,4
represents,4
positive,4
formed,4
table,4
ms,4
tempered,4
grains,4
then,4
light,4
powder,4
without,4
four,4
bar,4
either,4
slurry,4
appear,4
distinctive,4
l,4
raw,4
fabrication,4
our,4
p,4
oxide,4
appears,4
pigment,4
can,4
occasional,4
r,4
replica,4
finish,4
made,4
crushed,4
ic,4
region,4
indicating,4
we,4
electron,4
shown,4
tradition,4
inner,4
characteristic,4
im,4
flouest,4
although,4
would,4
suggest,4
century,4
fig,4
further,4
liquid,4
single,4
probably,4
results,4
where,3
high,3
second,3
if,3
later,3
overall,3
bulletin,3
e,3
examined,3
oxidation,3
containing,3
methods,3
white,3
textural,3
modern,3
had,3
paper,3
technology,3
section,3
edge,3
age,3
simply,3
showing,3
successfully,3
silt,3
seems,3
temper,3
out,3
new,3
contemporary,3
base,3
bands,3
patterns,3
continuous,3
innovative,3
whether,3
rich,3
conclusion,3
plain,3
bonfire,3
bases,3
technical,3
producing,3
early,3
outstanding,3
bc,3
examples,3
neck,3
upon,3
including,3
example,3
see,3
ferruginous,3
contains,3
phase,3
et,3
prepared,3
preparation,3
wheel,3
scanning,3
archaeological,3
