WORDCOUNTS,WEIGHT
the,302
of,177
in,129
and,117
to,91
is,86
a,78
as,48
it,39
stone,37
from,33
which,32
duff,32
with,30
this,28
images,28
figure,27
that,26
are,25
be,23
for,22
its,22
not,21
artefacts,19
but,17
they,16
their,16
image,16
at,15
by,15
them,15
british,15
queer,15
his,14
or,14
columbia,14
now,13
these,13
reading,13
an,13
world,13
other,12
each,12
bc,12
on,12
one,11
human,11
inches,10
more,10
together,10
i,10
what,10
form,10
has,10
both,10
so,10
he,9
meaning,9
wilson,9
museum,9
pp,9
was,9
iconography,9
her,9
identity,9
bowl,9
life,8
seated,8
marshall,8
my,8
strip,8
forms,8
coast,8
theory,8
sexual,8
provincial,8
e,8
northwest,8
such,8
can,8
than,8
model,7
way,7
archaeology,7
female,7
binary,7
ways,7
implied,7
all,7
paper,7
exhibition,7
found,7
frog,7
made,7
yvonne,7
we,7
difference,7
been,6
male,6
mouth,6
sharp,6
mobius,6
university,6
into,6
same,6
only,6
height,6
grosz,6
very,6
there,6
who,6
pile,6
shown,6
routledge,5
rather,5
if,5
analysis,5
club,5
masks,5
most,5
also,5
power,5
sechelt,5
many,5
out,5
new,5
never,5
where,5
metaphors,5
opposition,5
while,5
because,5
w,5
open,5
brought,5
our,5
have,5
would,5
sexuality,5
create,5
even,5
about,5
therefore,4
deny,4
back,4
no,4
functional,4
ultimate,4
still,4
introduction,4
transformation,4
derived,4
then,4
any,4
thinking,4
just,4
n,4
must,4
gay,4
two,4
death,4
creative,4
feminism,4
dogfish,4
terms,4
wide,4
sought,4
some,4
r,4
work,4
far,4
phallus,4
against,4
think,4
project,4
anthology,4
own,4
meanings,4
subtle,4
held,4
although,4
length,4
mask,4
tobacco,4
around,4
between,4
lesbian,4
d,4
when,4
given,4
close,4
difficult,3
will,3
phallic,3
without,3
l,3
becomes,3
unique,3
seen,3
driver,3
mortar,3
make,3
american,3
agency,3
once,3
canada,3
studies,3
read,3
consider,3
us,3
holding,3
york,3
being,3
published,3
river,3
here,3
dominant,3
might,3
prehistoric,3
idea,3
abstract,3
surfaces,3
radical,3
anthropologist,3
honour,3
feminist,3
weed,3
equally,3
case,3
time,3
really,3
suggests,3
politics,3
used,3
art,3
conference,3
bodies,3
upon,3
point,3
through,3
apparent,3
gender,3
message,3
archaeologists,3
sculptural,3
come,3
were,3
hammers,3
de,3
moment,3
period,3
function,3
complex,3
reads,3
relation,3
symbol,3
find,3
always,3
up,3
seal,3
much,3
figures,3
recent,3
traditions,3
engagement,3
does,2
second,2
struggle,2
whose,2
arching,2
resides,2
common,2
five,2
imagery,2
vision,2
gulf,2
represent,2
play,2
explicit,2
object,2
overtly,2
concluding,2
combine,2
strongly,2
goes,2
philadelphia,2
modes,2
artist,2
hold,2
study,2
often,2
identify,2
maul,2
beautiful,2
space,2
pacific,2
halpin,2
yet,2
completely,2
itself,2
meets,2
t,2
perfect,2
neither,2
haida,2
royal,2
valuing,2
stratigraphic,2
victoria,2
hagwilget,2
before,2
something,2
labret,2
ethnographic,2
begins,2
sex,2
known,2
readings,2
ambiguities,2
beyond,2
reductive,2
exceed,2
starting,2
text,2
shark,2
press,2
vulva,2
approached,2
know,2
over,2
actual,2
allow,2
drivers,2
opening,2
result,2
people,2
