WORDCOUNTS,WEIGHT
the,1316
of,1203
and,1052
in,747
a,555
to,363
that,293
for,268
from,265
on,205
this,151
at,150
as,150
is,146
j,143
have,143
has,133
were,132
stone,131
lithic,131
with,130
by,125
been,125
an,124
m,114
not,110
technology,107
was,105
these,103
archaeological,98
american,96
analysis,91
are,86
tool,86
pp,86
but,84
obsidian,81
de,80
or,80
be,78
journal,77
research,73
tools,72
et,72
one,71
use,69
points,67
more,67
r,66
it,65
raw,65
they,64
most,64
other,63
which,63
site,62
new,62
p,61
sites,60
material,60
d,60
north,60
studies,57
antiquity,57
their,56
h,55
projectile,54
no,53
procurement,52
l,50
used,50
also,50
some,48
he,48
into,47
than,47
prehistoric,47
middle,47
archaeology,45
such,44
flakes,44
different,43
found,43
materials,43
chert,43
paleolithic,42
la,42
through,42
study,41
techniques,41
s,40
reduction,40
g,40
c,39
production,38
i,37
flake,37
employed,37
end,37
sources,36
late,36
types,36
point,35
among,35
source,34
because,34
blade,34
several,34
two,34
recent,34
k,33
experimental,33
using,33
early,33
debitage,32
technological,32
al,31
another,31
e,30
core,30
levallois,30
science,30
evidence,30
specific,30
blades,29
assemblages,29
t,29
analyses,28
upper,28
artifacts,28
can,28
between,28
w,27
cores,27
flint,27
type,27
bipolar,26
refitting,26
b,26
odell,26
university,25
established,25
rocks,25
field,25
grinding,25
series,25
though,24
its,24
do,24
them,24
near,23
results,23
large,22
experiments,22
plains,22
industries,22
international,22
variability,22
region,22
methods,22
du,21
hunting,21
eastern,21
mass,21
conducted,21
prehistory,21
platform,21
period,21
neolithic,20
within,20
may,20
important,20
experimentation,20
folsom,20
world,20
only,20
assemblage,20
would,20
so,20
who,20
des,20
manufacture,20
southern,19
many,19
technologies,19
made,19
authors,19
america,19
functional,18
all,18
there,18
central,18
data,18
northern,18
during,18
people,18
will,18
implications,18
where,18
mousterian,18
three,18
sourcing,18
very,18
distribution,18
when,18
if,17
groups,17
modern,17
geochemical,17
technique,17
areas,17
arrow,17
any,17
what,17
area,17
being,16
case,16
human,16
compared,16
archaeologist,16
even,16
similar,16
had,16
siliceous,16
work,16
heat,16
small,16
v,16
probably,16
we,16
pieces,16
knapping,16
western,15
development,15
cherts,15
n,15
good,15
tested,15
bulletin,15
same,15
ground,15
understanding,15
processes,15
variables,15
function,15
concluded,15
anthropological,15
geoarchaeology,15
paleoindian,15
hopewell,15
both,15
differences,14
mexico,14
river,14
f,14
produced,14
quarry,14
woodland,14
like,14
visual,14
clovis,14
then,14
those,13
implements,13
his,13
à,13
plenum,13
chipped,13
cultural,13
few,13
industry,13
south,13
stones,13
analytical,13
anthropologist,13
did,13
illinois,13
although,13
difficult,12
edge,12
debris,12
long,12
les,12
applied,12
organization,12
whereas,12
information,12
provided,12
ancient,12
ethnographic,12
model,12
maya,12
demonstrated,12
patterns,12
primarily,12
société,12
formation,12
models,12
effects,12
archaic,12
resources,12
mesoamerica,11
archaeologists,11
might,11
could,11
suggesting,11
system,11
issue,11
fracture,11
old,11
latin,11
resource,11
example,11
further,11
recently,11
française,11
literature,11
préhistorique,11
artifact,11
situation,11
various,11
interpretation,11
under,11
bar,11
time,11
strategies,11
investigated,11
individual,11
applications,11
often,11
over,11
anthropology,11
current,11
whether,11
making,11
way,10
complex,10
lower,10
first,10
together,10
great,10
primary,10
fluorescence,10
southwestern,10
biface,10
identification,10
how,10
sickle,10
universidad,10
antler,10
method,10
suggested,10
characterization,10
le,10
discussed,10
less,10
formal,10
exchange,10
effect,10
availability,10
préhistoire,10
efficiency,10
here,10
spatial,10
local,10
reported,10
ohio,10
became,10
role,10
subject,10
our,10
smaller,10
valley,10
should,10
now,9
associated,9
maize,9
evolution,9
europe,9
principal,9
midcontinental,9
flintknapping,9
camp,9
process,9
impact,9
surface,9
exploitation,9
ann,9
bow,9
well,9
distinguish,9
editorial,9
issues,9
working,9
involved,9
up,9
fluted,9
activities,9
still,9
threshing,9
about,9
useful,9
treatment,9
variation,9
never,9
mississippian,9
general,9
mining,9
southwest,9
discriminating,9
wear,9
axe,9
pt,9
each,9
naa,9
contain,9
size,9
varied,9
analysts,9
years,9
include,9
attributes,9
piece,9
approach,9
major,9
does,8
o,8
later,8
ana,8
xrf,8
arrowheads,8
greater,8
retouched,8
taken,8
nature,8
editions,8
able,8
damage,8
relationships,8
sample,8
perspective,8
amount,8
epa,8
without,8
bifaces,8
proportion,8
just,8
traces,8
frequently,8
show,8
efficient,8
occupation,8
oklahoma,8
piecing,8
caused,8
level,8
breakage,8
toward,8
occurrence,8
number,8
samples,8
dating,8
discovered,8
allowed,8
characterized,8
continued,8
considered,8
specialized,8
particularly,8
question,8
chemical,8
france,8
classification,8
debate,8
problem,7
magnetic,7
kinds,7
dart,7
either,7
secondary,7
prismatic,7
studied,7
last,7
east,7
possible,7
determined,7
pièces,7
shott,7
y,7
van,7
mesolithic,7
developed,7
scrapers,7
museum,7
blanks,7
certain,7
creek,7
means,7
objects,7
age,7
view,7
appear,7
processing,7
based,7
occurred,7
replicative,7
knappers,7
débitage,7
basis,7
concept,7
related,7
projectiles,7
documented,7
least,7
stage,7
around,7
accomplished,7
yielded,7
periods,7
activation,7
variety,7
limited,7
edges,7
nonlocal,7
guatemala,7
longer,7
larger,7
establish,7
distance,7
interpreting,7
discrimination,7
along,7
practiced,7
comparing,7
article,7
systems,7
italy,7
workshop,7
grain,7
european,7
relationship,7
provide,7
understand,7
dans,7
united,7
variable,7
alternative,7
best,7
proven,7
agricultural,7
petrological,7
popular,7
african,7
increased,7
dibble,7
showed,7
possessed,6
common,6
village,6
group,6
bifacial,6
approaches,6
considerations,6
basalt,6
before,6
my,6
sequence,6
definition,6
review,6
achieved,6
continuum,6
burins,6
considerably,6
behavior,6
neutron,6
thus,6
differential,6
relatively,6
mixed,6
employing,6
distinct,6
metates,6
represented,6
percussion,6
derived,6
support,6
decade,6
northeastern,6
four,6
result,6
came,6
basin,6
behavioral,6
record,6
having,6
revealed,6
sickles,6
interpreted,6
settlement,6
texas,6
society,6
morphology,6
san,6
classic,6
fluting,6
us,6
noted,6
present,6
alteration,6
striking,6
surfaces,6
forms,6
hand,6
origin,6
including,6
increase,6
tips,6
resulting,6
trade,6
times,6
monographs,6
versus,6
factors,6
she,6
testing,6
respect,6
sandstone,6
extensive,6
steel,6
known,6
wedges,6
oddi,6
past,6
replication,6
investigation,6
volcanic,6
form,6
particular,6
finished,6
researchers,6
quartzite,6
transition,6
synopsis,6
difference,6
cambridge,6
protohistoric,6
need,6
states,6
involving,6
interaction,6
much,6
facies,6
monographie,6
currently,5
nodule,5
concerned,5
substances,5
created,5
resulted,5
coast,5
determine,5
mountains,5
notched,5
detected,5
davis,5
concentrated,5
attempt,5
utilization,5
england,5
parameters,5
closer,5
subsequent,5
replicated,5
classified,5
heating,5
british,5
side,5
accuracy,5
vol,5
activity,5
obvious,5
far,5
usage,5
labor,5
since,5
application,5
palaeolithic,5
elements,5
levantine,5
effective,5
look,5
weathering,5
interesting,5
unit,5
mean,5
determining,5
changes,5
argued,5
commonly,5
additional,5
position,5
pleistocene,5
wyoming,5
hafted,5
conjoining,5
out,5
explain,5
instrumental,5
shape,5
implement,5
northwest,5
consistent,5
dakota,5
refuse,5
regions,5
flaking,5
expended,5
change,5
workshops,5
highly,5
weapons,5
indenter,5
silicates,5
reduced,5
identified,5
mano,5
light,5
quarries,5
culture,5
insights,5
regional,5
social,5
french,5
cortex,5
rock,5
lack,5
scholars,5
bradbury,5
pretty,5
really,5
break,5
considerable,5
rough,5
manos,5
en,5
shown,5
perhaps,5
original,5
grotta,5
gestes,5
deposits,5
collections,5
thickness,5
manufactured,5
characterizing,5
significant,5
magdalenian,5
conditions,5
questions,5
high,5
stages,5
craft,5
lines,5
mediterranean,5
igneous,5
comparison,5
ever,5
bronze,5
equipment,5
weaponry,5
natural,5
descriptions,5
attribute,5
extraction,5
interested,5
utilized,5
esquillées,5
terms,5
ones,5
recycling,5
produce,5
observations,5
transport,5
despite,5
dorsal,5
belize,5
wild,5
unnotched,5
land,5
glass,5
remains,5
supported,5
lake,5
substantial,5
little,5
southeastern,5
proposed,4
rate,4
indicated,4
northeast,4
red,4
introduction,4
settlements,4
mobility,4
likely,4
angle,4
microliths,4
trace,4
ceremonial,4
history,4
hominid,4
limestone,4
user,4
typological,4
composition,4
emphasized,4
bladelets,4
effort,4
mine,4
right,4
italian,4
denver,4
bottom,4
tests,4
gravity,4
dependence,4
technologie,4
quality,4
interior,4
retooling,4
interest,4
patination,4
facet,4
mechanical,4
higher,4
york,4
whose,4
hughes,4
di,4
mechanics,4
white,4
modified,4
pebble,4
situations,4
exploited,4
desert,4
providing,4
trajectories,4
levant,4
concentration,4
six,4
traditionally,4
habitation,4
changed,4
initial,4
almost,4
glacial,4
term,4
blow,4
intensity,4
cannot,4
expedient,4
criteria,4
aspects,4
trough,4
directly,4
bc,4
shouldered,4
contexts,4
del,4
part,4
ascertain,4
description,4
fit,4
place,4
ontario,4
transported,4
preparation,4
own,4
connections,4
count,4
pelcin,4
suggest,4
contrast,4
recognition,4
multiple,4
reaping,4
kiva,4
distinguishing,4
appropriate,4
am,4
portion,4
microwear,4
tasks,4
theoretical,4
gravettian,4
comment,4
economic,4
islands,4
belgium,4
reconstruction,4
tor,4
make,4
rare,4
ice,4
sledges,4
metric,4
quina,4
yet,4
patterning,4
others,4
pointed,4
flat,4
spear,4
reasons,4
enough,4
adjacent,4
intersite,4
tne,4
relevant,4
until,4
hides,4
controversy,4
xiii,4
simple,4
examples,4
pétrographie,4
emphasize,4
factor,4
congress,4
lhe,4
shea,4
survey,4
submitted,4
engaged,4
continue,4
gravers,4
historic,4
language,4
symposium,4
spread,4
accurate,4
standard,4
special,4
macroscopic,4
become,4
paris,4
saw,4
attention,4
increases,4
separate,4
increasing,4
abundance,4
usually,4
five,4
quarrying,4
detailed,4
length,4
why,4
existed,4
face,4
earliest,4
experimentally,4
environment,4
demonstrate,4
appeared,4
cover,4
know,4
bulgaria,4
hohokam,4
presence,4
knapper,4
examining,4
atlatl,4
u,4
better,4
beginning,4
notable,4
moyen,4
suggests,4
entire,4
harvesting,4
handedness,4
come,4
argument,4
average,4
attempted,4
typology,4
recognized,4
exclusively,4
element,4
corn,4
kuhn,4
oí,4
fertile,3
preclassic,3
dalton,3
everybody,3
center,3
needed,3
pierre,3
phase,3
constitutes,3
discriminate,3
exterior,3
comparisons,3
locale,3
pipes,3
uses,3
test,3
oceania,3
creation,3
progressed,3
worked,3
heated,3
utah,3
affirmed,3
shaped,3
oval,3
wooden,3
broken,3
seeds,3
pume,3
specular,3
rhineland,3
mississippi,3
uncovered,3
state,3
date,3
sociopolitical,3
decreased,3
ad,3
somewhat,3
quintero,3
dd,3
context,3
crystal,3
depending,3
recorded,3
eventual,3
key,3
luminescence,3
acheulian,3
shafts,3
agriculture,3
discuss,3
bison,3
design,3
knife,3
ball,3
functions,3
west,3
taking,3
except,3
x,3
quantity,3
correlation,3
wilke,3
minimum,3
