WORDCOUNTS,WEIGHT
and,1504
of,1201
the,1116
in,903
a,417
to,301
pp,261
m,241
j,204
university,197
for,185
that,177
maya,175
as,170
social,165
political,159
p,156
e,141
de,123
economic,116
r,115
new,110
on,109
d,100
l,98
by,97
is,97
economy,96
g,95
american,91
ancient,91
at,87
are,84
c,84
or,83
which,80
t,79
archaeological,79
ritual,77
mesoamerican,77
b,76
from,76
production,75
classic,75
mexico,75
exchange,75
these,73
this,72
with,72
mesoamerica,71
k,70
power,67
their,63
an,63
s,61
w,61
f,57
la,57
have,54
systems,53
h,52
archaeology,49
res,49
archaeol,48
springer,48
be,48
cultural,46
cambridge,45
aztec,45
through,45
it,44
en,44
elite,44
y,42
world,41
postclassic,41
such,40
prehispanic,39
societies,38
models,38
were,37
journal,37
material,37
goods,37
consumption,37
studies,35
relations,35
department,35
research,35
craft,35
can,35
not,35
theory,35
other,34
el,34
antiquity,33
phd,33
they,32
approaches,32
some,32
economies,32
because,32
et,32
complex,31
how,31
late,31
i,31
anthropology,31
early,31
central,30
anthropological,30
among,30
development,29
more,29
agency,28
may,28
salt,28
state,27
prestige,27
between,27
lake,27
utah,26
been,26
also,25
system,24
labor,24
no,24
society,24
v,24
role,24
elites,24
one,23
evolution,23
n,23
regional,23
perspectives,23
while,23
ways,22
study,22
southern,22
guatemala,22
others,22
analysis,22
recent,22
household,21
organization,21
wealth,21
culture,21
ceramic,21
where,21
trade,21
has,20
york,20
gift,20
use,20
pottery,20
current,20
market,19
contexts,19
was,19
management,19
aspects,19
los,19
water,19
anthropologist,19
over,19
institute,19
valley,19
resources,18
review,18
latin,18
perspective,18
important,18
work,18
del,18
core,18
lowland,18
finance,18
different,18
evidence,18
way,17
meaning,17
relationships,17
process,17
prehistoric,17
change,17
value,17
processes,17
obsidian,17
who,17
belize,17
kinds,16
its,16
about,16
smith,16
but,16
many,16
values,16
theoretical,16
structure,16
chicago,16
investigaciones,15
archaeologists,15
products,15
those,15
moral,15
items,15
resource,15
used,15
activities,15
feasting,15
model,15
control,15
interaction,15
groups,14
history,14
behavior,14
well,14
approach,14
formative,14
community,14
individuals,14
walnut,13
implications,13
than,13
civilization,13
certain,13
objects,13
view,13
irrigation,13
dumbarton,13
concept,13
status,13
action,13
producción,13
often,13
complexity,13
distribution,13
socially,13
manufacture,13
states,13
take,12
sacred,12
arqueológicas,12
emergence,12
could,12
cores,12
during,12
staple,12
texas,12
comparative,12
ethnographic,12
strategies,12
understanding,12
period,12
