WORDCOUNTS,WEIGHT
the,1352
of,1064
and,887
in,704
a,302
to,265
archaeology,178
aegean,164
at,148
bronze,146
on,141
j,123
age,110
as,110
for,105
pp,105
de,98
university,97
mediterranean,97
journal,93
from,89
studies,82
by,80
archaeological,79
that,76
has,73
greece,73
et,65
an,63
with,61
ancient,58
greek,57
m,56
classical,56
c,55
b,54
p,53
regional,53
early,53
g,51
t,51
new,51
is,51
evidence,50
w,49
late,49
survey,48
minoan,48
have,48
r,47
mycenaean,47
s,45
trade,43
this,43
american,42
n,42
e,39
prehistoric,39
i,38
l,38
bc,38
data,37
been,37
neolithic,36
such,36
van,36
research,36
h,34
linear,34
crete,34
are,34
international,33
cambridge,33
recent,33
prehistory,32
was,32
study,31
or,31
exchange,31
state,31
d,31
proceedings,30
british,29
it,28
à,28
their,28
which,28
historical,28
aegaeum,27
work,27
society,27
institute,27
université,26
chronology,26
social,25
archaeologists,24
palatial,24
origins,24
island,24
its,24
were,24
we,24
not,24
school,24
earliest,23
bennet,23
world,23
franchthi,22
field,22
also,22
la,22
middle,22
be,22
some,21
galaty,21
paul,21
k,21
between,21
f,20
context,20
more,20
those,19
development,19
scripts,19
mainland,19
settlement,19
periods,19
cycladic,19
into,18
review,18
française,18
knossos,18
london,18
annual,18
conference,18
later,17
eastern,17
site,17
than,17
les,17
most,17
le,17
but,17
these,17
program,17
hellénique,17
other,16
excavations,16
aströms,16
texas,16
oxford,16
region,16
theoretical,16
held,16
pottery,16
analysis,16
palace,16
des,16
through,16
models,16
all,15
austin,15
he,15
athens,15
textual,15
both,15
they,14
within,14
york,14
supplement,14
actes,14
results,14
southern,14
indiana,14
symposium,14
bulletin,14
colonization,14
phd,14
greeceaegean,14
now,13
one,13
du,13
first,13
landscape,13
beyond,13
problems,13
thera,13
presented,13
time,13
project,13
use,13
texts,13
approaches,12
history,12
production,12
sites,12
palaces,12
islands,12
years,12
earlier,12
relationship,12
antiquity,12
anthropological,12
objects,12
roman,12
cyclades,12
administration,12
question,12
ca,12
correspondance,11
