WORDCOUNTS,WEIGHT
the,795
of,584
and,322
a,275
in,271
to,165
were,141
phase,140
was,123
from,106
this,94
with,92
on,90
at,89
is,87
are,87
by,86
or,85
tepe,75
these,72
elamite,67
as,66
mm,63
found,61
m,58
for,55
which,54
be,51
have,49
that,48
deposits,48
sharafabad,46
building,46
i,45
wall,45
bases,44
iv,43
type,42
iii,40
phases,38
an,38
ca,38
but,37
one,36
two,36
it,35
most,35
some,34
may,33
rim,32
vegetable,31
than,30
note,30
area,29
stone,28
other,27
jars,27
during,27
about,27
d,27
cit,26
floor,26
described,26
vessels,26
all,25
medium,25
been,25
excavations,24
walls,24
no,24
small,24
several,24
more,24
rims,23
also,23
op,23
had,22
fragments,22
pottery,22
middle,22
there,21
base,21
only,21
into,20
cf,20
many,20
remains,20
used,19
above,19
flat,19
made,19
cm,19
transitional,18
four,18
surface,18
bc,18
buff,18
new,18
usually,18
not,18
excavation,17
ii,17
date,17
field,17
preliminary,17
simple,17
sukkalmahhu,17
large,16
s,16
x,16
such,16
site,16
loyr,16
mound,16
coarse,16
bowls,16
lip,16
susa,16
they,15
room,15
fig,15
similar,15
figure,15
report,15
both,15
between,15
common,14
later,14
each,14
those,14
goblets,14
l,14
part,14
below,14
few,14
goblet,14
same,14
sometimes,14
material,14
although,14
built,14
vessel,14
seal,13
university,13
excavated,13
least,13
mineral,13
uruk,13
construction,13
t,12
baked,12
disc,12
de,12
n,12
button,12
under,12
b,12
another,12
types,12
form,12
much,12
north,12
metal,11
associated,11
square,11
sw,11
objects,11
dated,11
cylinder,11
wide,11
near,11
end,11
examples,11
period,11
figurine,11
cut,10
fragment,10
central,10
third,10
squares,10
bricks,10
r,10
journal,10
stones,10
will,10
ia,10
encountered,10
band,10
probably,10
summit,10
stump,10
c,10
round,9
first,9
plain,9
se,9
study,9
just,9
could,9
f,9
second,9
nw,9
less,9
number,9
grinding,9
contained,9
level,9
color,9
texts,9
horizontal,8
e,8
height,8
carter,8
east,8
g,8
clay,8
max,8
has,8
partly,8
neck,8
bitumen,8
figurines,8
present,8
top,8
three,8
pieces,8
jar,8
door,8
incised,8
half,8
size,8
early,8
if,7
h,7
preceding,7
brick,7
side,7
u,7
grooves,7
corner,7
old,7
pecked,7
after,7
numbers,7
important,7
chipped,7
late,7
elgurines,7
buildings,7
female,7
ware,7
tablet,7
ring,7
light,7
plan,7
diameter,7
frequency,7
use,7
rare,7
open,7
so,7
earlier,7
nos,7
slightly,7
iran,7
category,7
following,7
seals,7
layers,7
text,7
debris,6
possible,6
fine,6
west,6
bottom,6
due,6
eroded,6
since,6
body,6
highest,6
simashki,6
even,6
grid,6
main,6
special,6
hands,6
further,6
cups,6
occupation,6
tools,6
basis,6
its,6
periods,6
polished,6
single,6
water,6
layer,6
forms,6
covered,6
high,6
often,6
can,6
we,6
when,6
resemble,6
then,6
any,6
pebbles,6
beginning,6
categories,6
until,6
green,6
abandoned,6
o,5
greenish,5
susiana,5
rounded,5
modern,5
test,5
long,5
might,5
seems,5
broken,5
shoulder,5
pavement,5
last,5
depressions,5
very,5
millennium,5
kind,5
compared,5
left,5
eight,5
frequently,5
ville,5
came,5
meter,5
michigan,5
because,5
well,5
artifacts,5
tapered,5
related,5
asiatiques,5
farukhabad,5
floors,5
royale,5
soil,5
core,5
chronological,5
units,5
exterior,5
ne,5
oven,5
wright,5
bldg,5
fill,5
shows,5
time,5
pattern,5
adjacent,5
where,5
perhaps,5
sides,5
including,5
samples,5
groove,5
figures,5
diameters,5
provide,5
inside,5
lines,5
arts,5
thick,5
stratigraphic,5
extending,5
wear,5
sherds,5
hips,5
roman,5
pit,5
gapnak,5
preserved,5
pits,5
through,5
course,5
smaller,5
defined,5
frequent,4
now,4
edge,4
string,4
per,4
group,4
center,4
settlements,4
kinds,4
formed,4
laid,4
shukuku,4
concentrated,4
j,4
oval,4
subsequent,4
situ,4
robert,4
deh,4
within,4
right,4
design,4
vol,4
point,4
along,4
human,4
blades,4
professor,4
luran,4
trench,4
served,4
higher,4
rather,4
unit,4
ledge,4
w,4
steatite,4
suggested,4
closely,4
prehistoric,4
six,4
combinations,4
scale,4
shape,4
sites,4
work,4
example,4
occupied,4
next,4
order,4
hole,4
settlement,4
around,4
ghirshman,4
south,4
he,4
loc,4
yet,4
ancient,4
complete,4
brownish,4
name,4
areas,4
gray,4
outside,4
v,4
ground,4
situated,4
thickness,4
previous,4
dating,4
change,4
like,4
would,4
k,4
parallel,4
narrow,4
clasped,4
relative,4
la,4
space,4
table,4
irregular,4
five,4
deposit,4
series,4
section,4
cuneiform,4
constriction,4
down,4
far,4
selected,4
campagne,4
varieties,4
son,4
given,4
courses,4
vats,4
shown,4
average,4
include,4
evidence,4
attributes,4
piece,4
ends,4
tf,4
asphalt,4
oriented,3
indicated,3
fouilles,3
determine,3
linguistic,3
mouth,3
shoulders,3
adhering,3
sickle,3
hip,3
