WORDCOUNTS,WEIGHT
the,1283
of,898
and,694
in,585
a,331
to,252
at,188
on,158
as,153
from,152
p,135
is,132
bc,130
pp,122
have,115
early,115
this,114
been,109
with,108
oman,103
eastern,99
that,98
arabia,97
which,96
for,90
by,85
millennium,78
period,78
was,77
late,76
sites,69
are,69
arabian,66
m,64
has,63
an,62
umm,59
it,58
or,56
archaeology,54
studies,51
i,51
de,50
fig,50
were,50
bahrain,49
third,47
historic,46
b,45
be,45
some,44
found,43
et,42
h,41
well,41
these,41
tell,41
archaeological,40
dilmun,39
during,39
city,39
t,38
settlement,38
ras,38
not,38
wadi,38
j,37
d,37
also,36
region,35
graves,34
facies,33
stone,32
material,32
c,32
potts,31
g,31
site,31
hili,31
journal,31
pottery,31
such,30
evidence,29
area,29
east,27
excavations,27
we,27
age,27
e,26
second,26
al,26
years,26
gulf,26
one,25
prehistoric,25
excavated,25
failaka,25
date,24
r,24
but,24
more,24
time,24
k,24
ca,24
coast,23
there,23
f,23
would,23
although,23
bp,22
mesopotamia,22
can,22
while,22
between,22
into,21
qatar,21
many,21
through,21
suq,20
their,20
abraq,20
der,20
type,20
all,19
s,19
peninsula,19
serie,19
saudi,19
south,19
contemporary,19
where,19
made,19
asian,19
la,19
ubaid,19
no,18
known,18
copper,18
protohistoric,18
ii,17
than,17
may,17
bronze,17
very,17
what,17
both,17
bifacial,16
other,16
tradition,16
proceedings,16
levels,16
coastal,16
periods,16
new,16
they,15
settlements,15
seminar,15
west,15
dates,15
orientale,15
w,15
important,15
near,15
its,15
island,15
only,15
number,15
local,15
examples,15
use,15
later,14
large,14
western,14
history,14
first,14
uerpmann,14
throughout,14
mesopotamian,14
few,14
research,14
finds,14
ancient,14
fact,14
present,14
including,14
dating,14
iii,14
much,14
north,14
if,13
uae,13
those,13
figs,13
arab,13
l,13
study,13
population,13
used,13
und,13
yet,13
chronology,13
same,13
ceramic,13
cuneiform,13
over,13
temple,12
shimal,12
kegan,12
interior,12
nasr,12
several,12
industry,12
presence,12
preliminary,12
paul,12
earliest,12
seals,12
personal,12
epigraphy,12
remains,12
should,12
southeastern,12
imported,11
available,11
barbar,11
old,11
northeastern,11
fourth,11
institute,11
di,11
part,11
least,11
southern,11
culture,11
cleuziou,11
perhaps,11
uruk,11
probably,11
report,11
generally,11
du,10
sources,10
principal,10
vorderen,10
magan,10
emirates,10
faunal,10
called,10
burial,10
recently,10
brought,10
beitrage,10
around,10
when,10
assemblages,10
clear,10
three,10
iran,10
who,10
united,10
now,9
excavation,9
different,9
asia,9
along,9
since,9
zum,9
attested,9
century,9
tower,9
university,9
jars,9
maison,9
had,9
occupation,9
because,9
orient,9
small,9
yielded,9
society,9
various,9
indus,9
oasis,9
under,9
travaux,9
end,9
v,9
trade,9
characterized,9
so,9
northern,9
roma,9
must,9
iron,9
past,9
des,9
middle,9
paleorient,9
dental,9
fouilles,8
kassite,8
paper,8
human,8
ware,8
earlier,8
parts,8
shell,8
amount,8
suggested,8
dynastic,8
diet,8
produced,8
fish,8
up,8
world,8
about,8
already,8
two,8
water,8
grave,8
ur,8
rh,8
contacts,8
survey,8
often,8
analysis,8
jamdat,8
any,8
les,8
sherds,8
stamp,8
wall,8
particularly,8
suggests,8
abu,8
close,8
scandinavian,7
groups,7
expedition,7
nineteenth,7
long,7
within,7
historical,7
find,7
y,7
prehistory,7
wutayya,7
recovered,7
frangaises,7
terminology,7
could,7
related,7
horizon,7
qalat,7
once,7
kuwait,7
see,7
berliner,7
saruq,7
publication,7
after,7
types,7
