WORDCOUNTS,WEIGHT
the,1112
and,731
of,574
in,434
a,210
to,205
bp,203
that,193
are,189
is,188
at,184
from,138
south,124
for,116
sites,115
as,106
stone,105
cave,100
pleistocene,100
with,97
late,91
age,90
southern,90
have,90
by,84
africa,80
j,76
it,73
between,73
was,71
be,68
not,67
cape,66
on,62
later,61
lsa,61
were,59
this,59
been,57
may,56
there,54
e,53
msa,53
but,53
african,52
ca,52
industries,50
than,49
or,48
bay,47
levels,47
i,46
years,44
microlithic,44
bone,43
dates,42
large,40
an,40
archaeological,40
s,39
river,39
dated,39
some,38
assemblages,38
they,37
holocene,37
r,37
also,37
early,37
et,36
rock,36
about,35
boomplaas,33
robberg,33
p,33
rose,33
such,32
border,32
during,32
industry,32
bladelet,31
their,30
these,30
evidence,30
occur,29
cores,29
cottage,29
only,29
nelson,28
after,28
tools,28
which,28
open,28
limpopo,28
pp,27
more,27
time,27
when,27
wadley,26
small,26
social,26
conditions,26
site,25
because,25
ecozone,25
c,25
other,24
g,24
university,24
found,23
oakhurst,23
change,23
bushman,23
beaumont,23
shelter,23
present,23
rainfall,23
nonmicrolithic,22
bladelets,22
eggshell,22
lgm,22
no,21
most,21
pollen,21
beads,21
radiocarbon,21
low,21
seems,20
has,20
ostrich,20
used,20
part,20
northern,20
suggests,20
common,19
h,19
all,19
apollo,19
b,19
elands,19
m,19
where,19
dating,19
although,19
eastern,18
l,18
people,18
few,18
quaternary,18
level,18
first,17
scrapers,17
industrial,17
vogel,17
pieces,17
associated,17
middle,17
before,16
date,16
possible,16
complex,16
fig,16
journal,16
flakes,16
high,16
can,16
distribution,16
hunting,15
within,15
transvaal,15
bipolar,15
several,15
backed,15
many,15
end,15
assemblage,15
bulletin,15
particularly,15
studies,14
one,14
van,14
prehistory,14
made,14
modem,14
among,14
environmental,13
modern,13
last,13
changes,13
whereas,13
san,13
points,13
plant,13
different,13
form,13
art,13
both,13
d,13
vegetation,12
frequencies,12
even,12
higher,12
charcoal,12
data,12
its,12
suggest,12
presence,12
period,12
so,12
equus,12
sehonghong,12
earliest,12
environment,12
quartz,12
long,11
appear,11
population,11
well,11
artifacts,11
goodwin,11
areas,11
increase,11
grassland,11
science,11
table,11
hxaro,11
size,11
sea,11
world,11
technological,11
if,10
use,10
suggesting,10
wonderwerk,10
show,10
had,10
glacial,10
byneskranskop,10
research,10
sequence,10
described,10
area,10
often,10
report,10
fauna,10
include,10
preliminary,10
deposits,10
group,9
western,9
into,9
implications,9
those,9
matjes,9
subsistence,9
lockshoek,9
called,9
pan,9
winter,9
two,9
water,9
naturally,9
fragments,9
do,9
transvaalian,9
aggregation,9
rare,9
we,9
today,9
widespread,9
elsa,9
then,9
kathu,9
contain,9
until,9
range,9
much,9
north,9
recent,9
namibia,8
swaziland,8
human,8
excavations,8
coastal,8
undated,8
could,8
appearance,8
further,8
engraved,8
work,8
personal,8
flaking,8
archaeology,8
riet,8
phase,8
absence,8
palaeoecology,8
single,8
interpretation,8
new,8
local,8
formal,8
would,8
dry,8
earlier,8
become,8
irregular,8
umhlatuzana,8
seacow,8
town,8
game,8
w,8
transition,8
cambridge,8
national,8
valley,8
difficult,7
lower,7
origin,7
visibility,7
west,7
